,S2,S2_conf
"('(0, 5)', '(1, 4)')",-0.13886755912997778,0.3841712608868438
"('(0, 5)', '(1, 5)')",-0.07210604642081808,0.46356804945897406
"('(0, 5)', '(2, -5)')",-0.32740095753656284,0.5317998237781777
"('(0, 5)', '(2, -4)')",-0.096889240652204,0.4012201033255613
"('(0, 5)', '(2, -3)')",-0.09567180316005802,0.4301273355207205
"('(0, 5)', '(2, -2)')",-0.03414195029102263,0.32202515584749647
"('(0, 5)', '(2, -1)')",-0.1170904013441855,0.5028386631727823
"('(0, 5)', '(2, 0)')",0.03468989058043015,0.377786916817098
"('(0, 5)', '(2, 1)')",-0.027318269142289797,0.33316470113692487
"('(0, 5)', '(2, 2)')",-0.3991754489662169,0.7244691300195925
"('(0, 5)', '(2, 3)')",-0.0011013242190509587,0.370657916712517
"('(0, 5)', '(2, 4)')",-0.02431046021787414,0.34868459563294574
"('(0, 5)', '(2, 5)')",-0.16869170110106174,0.5249926652549184
"('(0, 5)', '(3, -5)')",-0.02907230427311272,0.3038197694442437
"('(0, 5)', '(3, -4)')",-0.15510854513574146,0.32918189509336887
"('(0, 5)', '(3, -3)')",0.0008882521805259336,0.3623358675154823
"('(0, 5)', '(3, -2)')",-0.07805719244341514,0.3772325281023427
"('(0, 5)', '(3, -1)')",0.10261110302361204,0.25291469854376025
"('(0, 5)', '(3, 0)')",0.0048286277827492285,0.33397911258412016
"('(0, 5)', '(3, 1)')",-0.06137471304858089,0.37392995900379705
"('(0, 5)', '(3, 2)')",-0.005188182041656275,0.3204361256863413
"('(0, 5)', '(3, 3)')",-0.020057359325664575,0.361627358890727
"('(0, 5)', '(3, 4)')",-0.008235920373441757,0.3697346862244109
"('(0, 5)', '(3, 5)')",-0.21714064251738224,0.39446916478560984
"('(0, 5)', '(4, -5)')",-0.14913420243608783,0.3647322649379782
"('(0, 5)', '(4, -4)')",-0.2582564129807414,0.4700752408670114
"('(0, 5)', '(4, -3)')",-0.4020797726188486,0.5650504869873463
"('(0, 5)', '(4, -2)')",-0.33068011084919124,0.6045443222559238
"('(0, 5)', '(4, -1)')",-0.009376591513656607,0.3882769086489472
"('(0, 5)', '(4, 0)')",-0.08460488941604466,0.4253032779981524
"('(0, 5)', '(4, 1)')",-0.20318274062865285,0.39115370438211716
"('(0, 5)', '(4, 2)')",-0.16231999695838267,0.3681451105772838
"('(0, 5)', '(4, 3)')",0.07022886350388213,0.32667175159480283
"('(0, 5)', '(4, 4)')",-0.2511953868426848,0.4290016113335302
"('(0, 5)', '(4, 5)')",-0.3754260511137481,0.7274555196848379
